customer_id,home_loan_flag,car_loan_flag,education_loan_flag,personal_loan_flag,business_loan_flag,gold_loan_flag,loan_amount,emi_amount,foir,outstanding_balance,loan_tenure_months,repayment_status,dpd_bucket,foreclosure_flag,topup_loan_flag,has_any_loan
CUST000691,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,1,0,0
CUST000692,0,1,0,0,0,0,497359.96,10770.78,0.2469,112390.87,36,regular,0,0,0,1
CUST000693,0,0,0,0,0,1,92789.98,4896.36,0.4124,17422.08,18,regular,0,0,0,1
CUST000694,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,1,0,0
CUST000695,0,0,0,1,0,0,10000.0,340.14,0.0264,1275.86,48,regular,0,1,1,1
CUST000696,0,0,0,1,0,1,186640.03,10165.78,0.417,34226.96,12,regular,1-30,0,0,1
CUST000697,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000698,0,1,0,0,0,0,2935354.42,67501.62,0.1416,1027164.85,48,delayed,1-30,0,0,1
CUST000699,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000700,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000701,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000702,0,0,0,1,0,0,375164.5,12559.36,0.2194,187424.15,24,regular,0,1,0,1
CUST000703,0,1,1,1,0,0,1679302.03,36813.27,0.2739,509948.25,60,regular,0,0,1,1
CUST000704,0,0,0,0,0,1,218619.29,12573.91,0.1893,80245.54,18,regular,0,0,0,1
CUST000705,0,0,0,1,0,1,10000.0,570.61,0.0163,8620.41,18,regular,0,0,0,1
CUST000706,0,0,0,1,0,0,209953.36,7442.05,0.9215,183415.7,36,regular,0,0,0,1
CUST000707,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000708,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000709,0,0,0,1,0,0,152660.85,5412.12,0.28,84683.76,36,regular,0,0,0,1
CUST000710,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000711,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000712,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000713,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000714,0,1,0,0,0,0,483930.3,10580.7,0.4701,425002.32,48,regular,0,0,0,1
CUST000715,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000716,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,1,0
CUST000717,0,0,0,0,0,1,10000.0,523.63,0.0336,1830.0,12,regular,0,1,0,1
CUST000718,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000719,0,0,0,1,0,0,423536.11,14559.79,0.367,92334.18,60,regular,0,0,0,1
CUST000720,0,0,0,0,0,1,89389.14,4683.48,0.1249,27150.38,12,default,90+,0,0,1
CUST000721,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,1,1,0
CUST000722,0,0,0,1,0,1,103847.62,5720.2,0.1944,74287.81,18,regular,0,0,0,1
CUST000723,0,0,0,1,0,0,38638.49,1324.14,0.0991,28811.57,12,regular,0,0,0,1
CUST000724,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000725,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000726,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000727,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000728,0,1,0,0,0,0,177639.37,4018.91,0.211,84912.76,60,regular,0,0,1,1
CUST000729,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000730,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000731,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000733,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000734,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000735,0,0,0,1,0,0,439064.1,14924.9,0.3138,114750.69,60,regular,0,0,0,1
CUST000736,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000737,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000738,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000739,0,0,0,1,0,0,670931.35,23204.32,0.0854,450512.38,36,regular,0,0,0,1
CUST000740,0,0,0,0,0,1,202962.8,11236.43,0.1249,54276.19,12,default,90+,0,0,1
CUST000741,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000742,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000743,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000744,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000745,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,1,0
CUST000746,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000747,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000748,0,0,1,0,0,0,1177186.1,14703.94,0.3162,975393.26,120,regular,0,0,0,1
CUST000749,0,0,0,1,0,0,293072.24,10454.28,0.4791,204320.06,36,regular,0,0,0,1
CUST000750,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000751,0,0,0,0,1,0,4306557.14,107760.81,0.4095,3240333.09,48,regular,0,0,0,1
CUST000752,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000753,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000754,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000755,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,1,0
CUST000756,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000757,0,0,0,0,0,1,234955.82,13280.43,0.5739,100922.75,18,delayed,1-30,0,0,1
CUST000758,0,0,0,1,0,0,95680.56,3368.31,0.3688,65798.37,24,regular,0,0,0,1
CUST000759,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000760,0,0,0,1,0,0,357938.3,11748.04,0.5751,250587.18,60,regular,0,1,0,1
CUST000761,0,0,0,1,0,0,483039.47,16506.19,0.3133,305354.64,36,regular,0,1,0,1
CUST000762,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000763,0,0,0,0,0,1,164914.9,9271.11,0.7358,77168.66,6,default,90+,0,0,1
CUST000764,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000765,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000766,0,1,0,0,0,1,615674.63,13759.07,0.2379,508242.98,60,regular,0,1,0,1
CUST000767,0,0,0,1,0,0,178830.21,5862.49,0.1359,118044.74,36,regular,0,0,0,1
CUST000768,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000769,0,0,0,0,0,1,96591.55,5450.85,0.324,43584.89,12,regular,0,0,0,1
CUST000770,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000771,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000772,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000773,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000774,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000775,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000776,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000777,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000778,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000779,0,0,0,0,0,1,125580.58,6775.11,0.3091,32749.18,18,default,90+,0,1,1
CUST000780,0,1,0,0,0,0,599246.6,13478.39,0.4021,134754.06,48,regular,1-30,0,0,1
CUST000781,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000782,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000783,0,0,0,1,0,0,395680.63,13652.98,0.1097,234214.66,60,regular,0,0,0,1
CUST000784,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000785,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000786,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000787,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000788,0,0,0,1,0,0,10000.0,332.45,0.0447,7218.67,24,regular,0,0,0,1
CUST000789,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000790,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,1,1,0
CUST000791,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000792,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000793,0,0,0,0,0,1,19510.27,1063.12,0.0771,12044.15,6,default,90+,0,1,1
CUST000794,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,1,0
CUST000795,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,0,0
CUST000796,0,0,0,0,0,1,97255.56,5262.9,0.098,73154.71,6,regular,0,0,1,1
CUST000797,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,1,0
CUST000798,0,1,0,0,0,1,339341.95,7374.52,0.1271,161701.64,36,delayed,1-30,0,0,1
CUST000799,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000800,0,1,0,0,0,0,100000.0,2150.58,0.1629,22551.25,84,delayed,1-30,0,0,1
CUST000801,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,1,0
CUST000802,0,1,0,0,0,0,541580.6,11510.13,0.5909,170849.57,36,regular,0,0,0,1
CUST000803,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000804,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000805,0,0,0,0,0,1,10000.0,563.32,0.0569,7705.73,6,default,90+,0,1,1
CUST000806,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,1,0,0
CUST000807,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000808,0,0,0,0,0,1,158776.41,8756.58,1.0361,113434.37,18,delayed,1-30,0,0,1
CUST000809,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,1,1,0
CUST000810,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000811,0,1,0,0,0,0,184615.72,4092.91,0.4284,139623.52,84,regular,0,0,0,1
CUST000812,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000813,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000814,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000815,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,1,0,0
CUST000816,0,0,0,0,0,1,10000.0,564.51,0.077,8300.67,6,delayed,31-60,0,0,1
CUST000817,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,1,0,0
CUST000818,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000819,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000820,0,0,0,0,0,1,80754.48,4541.06,0.3768,33901.25,18,default,90+,1,0,1
CUST000821,0,0,0,1,0,0,513531.13,17122.24,0.3151,81294.93,12,regular,0,0,0,1
CUST000822,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000823,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000824,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000825,0,0,0,1,0,0,74430.61,2544.24,0.0856,28283.05,48,regular,0,1,0,1
CUST000826,0,0,0,0,0,1,163882.59,9228.89,0.9272,112016.71,12,default,90+,0,0,1
CUST000827,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,1,0
CUST000828,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000829,0,0,0,1,0,0,242288.28,7940.26,0.1664,151395.13,48,regular,0,0,1,1
CUST000830,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000831,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000832,0,0,0,1,0,0,186481.37,6094.77,0.2821,41542.37,12,regular,0,0,1,1
CUST000833,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000834,0,0,0,1,0,0,277811.77,9142.06,0.9554,36468.46,60,regular,1-30,0,0,1
CUST000835,0,0,0,1,0,0,216582.84,7557.77,0.1463,194599.25,48,regular,0,0,0,1
CUST000836,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000837,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000838,0,0,0,0,0,1,73986.55,4188.56,0.6401,49293.07,12,default,90+,0,0,1
CUST000839,0,0,0,1,0,1,58343.74,3149.2,0.0714,40168.56,12,regular,0,0,0,1
CUST000840,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000841,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000842,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,1,0,0
CUST000843,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000844,0,0,0,0,0,1,210877.25,11777.71,0.424,44825.12,24,regular,0,1,0,1
CUST000845,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,1,0
CUST000846,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,0,0
CUST000847,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,1,0,0
CUST000848,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000849,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000850,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000851,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000852,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000853,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000854,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,1,0
CUST000855,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000856,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,1,0
CUST000857,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000858,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000859,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000860,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000861,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000862,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,1,0,0
CUST000863,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000864,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000865,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000866,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000867,0,0,0,0,0,1,204206.1,11621.1,0.2995,120116.47,18,regular,0,0,1,1
CUST000868,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000869,0,0,0,1,0,0,335986.67,11730.55,0.3413,151161.28,12,regular,0,0,0,1
CUST000870,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000871,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000872,0,0,0,1,0,0,404772.51,13472.78,0.2505,63460.76,60,regular,1-30,0,0,1
CUST000873,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000874,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000875,0,0,0,1,0,0,10000.0,344.65,0.0251,3028.55,36,regular,0,0,0,1
CUST000876,0,1,0,0,0,1,562384.86,12157.01,0.2502,113873.87,60,delayed,31-60,0,0,1
CUST000877,0,0,0,0,0,1,192080.93,10067.56,0.5409,133464.0,6,delayed,61-90,0,1,1
CUST000878,0,0,0,0,0,1,20034.28,1139.04,0.0397,5612.37,18,default,61-90,0,0,1
CUST000879,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000880,1,0,0,0,0,0,10262343.25,83686.32,0.2687,3465211.33,240,regular,0,0,0,1
CUST000881,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000882,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,1,0,0
CUST000883,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000884,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000885,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,0,0
CUST000886,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,1,0
CUST000887,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,1,0,0
CUST000888,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000889,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000890,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000891,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000892,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000893,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000894,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000895,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,1,0,0
CUST000896,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000897,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000898,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000899,0,0,0,1,0,0,167897.68,5470.87,0.5104,37010.13,24,regular,0,1,0,1
CUST000900,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,1,1,0
CUST000901,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000902,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000903,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000904,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000905,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000906,0,1,0,0,0,0,813630.88,17857.95,0.3801,143447.32,60,regular,0,0,0,1
CUST000907,0,0,0,1,0,0,682962.22,22684.46,0.1864,571730.71,24,regular,0,0,0,1
CUST000908,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,1,0
CUST000909,0,1,0,0,0,0,1190749.03,25895.93,0.402,991403.95,84,regular,0,0,0,1
CUST000910,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000911,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000912,0,0,0,1,0,1,196679.92,10600.75,0.3711,68278.96,12,regular,0,0,1,1
CUST000913,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000914,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000915,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000916,0,0,0,1,0,0,88314.93,2981.78,0.3498,9356.9,24,regular,0,1,0,1
CUST000917,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000918,0,0,0,1,0,0,10000.0,328.06,0.0067,5011.59,12,regular,0,0,0,1
CUST000919,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000920,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000921,1,0,0,0,0,0,6073397.21,49565.85,0.4154,4619566.37,120,regular,0,0,0,1
CUST000922,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,1,0
CUST000923,0,0,0,0,0,1,192077.99,10393.7,0.4256,45210.95,18,default,61-90,1,0,1
CUST000924,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,1,0,0
CUST000925,0,1,0,0,0,0,1712953.27,36567.83,0.3094,474249.41,48,regular,0,0,0,1
CUST000926,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000927,0,0,0,0,0,1,67518.69,3741.33,0.0866,22477.27,12,default,90+,0,0,1
CUST000928,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,1,0
CUST000929,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,1,0,0
CUST000930,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000931,0,0,0,0,0,1,10000.0,549.1,0.0691,3444.05,12,delayed,61-90,0,1,1
CUST000932,0,0,1,0,0,0,1116128.2,14149.54,0.1112,195454.44,84,regular,0,0,0,1
CUST000933,0,0,0,0,0,1,279754.07,14991.39,0.1978,192903.57,6,delayed,31-60,0,0,1
CUST000934,0,0,0,0,0,1,192144.47,10658.91,0.3138,21128.26,18,regular,0,0,0,1
CUST000935,0,1,0,0,0,0,108704.47,2335.84,0.2247,75269.79,84,regular,1-30,1,0,1
CUST000936,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000937,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000938,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,0,0
CUST000939,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000940,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000941,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000942,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000943,0,0,0,0,0,1,10000.0,553.95,0.0204,4218.02,24,regular,0,0,0,1
CUST000944,0,0,0,1,0,0,218380.5,7770.09,0.1483,64697.96,60,regular,0,0,0,1
CUST000945,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000946,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000947,0,0,0,0,0,1,139561.89,7620.24,0.052,89006.1,18,delayed,31-60,0,0,1
CUST000948,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000949,0,0,0,0,0,1,83204.69,4625.32,0.1568,14376.2,12,default,61-90,0,1,1
CUST000950,0,0,0,0,0,1,203081.29,11648.04,0.2087,84248.55,12,regular,0,0,0,1
CUST000951,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000952,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000953,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000954,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000955,0,1,0,0,0,0,590485.9,12872.73,1.4868,326617.76,48,delayed,1-30,0,0,1
CUST000956,0,0,0,0,0,1,128459.04,7249.97,0.5617,112431.89,24,regular,0,0,0,1
CUST000957,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,1,0
CUST000958,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000959,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000960,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000961,0,0,0,0,0,1,84049.94,4697.98,0.0936,75220.77,18,default,90+,0,0,1
CUST000962,1,0,0,0,0,0,4918185.29,41332.15,0.367,3996260.53,120,regular,0,0,0,1
CUST000963,0,1,0,0,0,0,680372.52,15171.66,0.2775,294576.78,36,regular,0,0,1,1
CUST000964,0,0,0,1,0,0,10000.0,323.24,0.0224,6412.97,12,regular,0,0,0,1
CUST000965,0,1,0,0,0,0,2529272.2,55435.12,0.295,1706128.86,60,delayed,1-30,1,0,1
CUST000966,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000967,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000968,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000969,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,1,0
CUST000970,0,0,0,1,0,1,71465.41,3932.42,0.2779,43630.58,6,regular,0,0,1,1
CUST000971,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
