customer_id,age,gender,marital_status,occupation,employer_type,education_level,state,city,city_tier,pincode_bucket,customer_since,tenure_years,customer_segment,income_group,monthly_income,salary_account_flag,risk_category,is_self_employed,is_government_employee,clv_score,clv_tier
CUST000468,43,M,married,salaried,ngo,graduate,Kerala,Kollam,3,252000-252999,2015-08-29,10,retail,mid,50818.49,1,low,0,0,63.49,normal
CUST000469,52,F,married,self_employed,government,graduate,Madhya Pradesh,Gwalior,3,330000-330999,2018-02-26,8,mass,lower_mid,25596.29,1,high,1,0,72.8,elite
CUST000470,67,F,single,salaried,government,high_school,Andhra Pradesh,Nellore,3,620000-620999,2017-08-31,8,mass,lower_mid,15963.43,0,medium,0,0,70.91,elite
CUST000471,42,F,single,other,private,graduate,Haryana,Hisar,3,536000-536999,2019-10-17,6,retail,mid,42227.98,1,medium,0,0,28.54,normal
CUST000472,41,F,single,salaried,self_employed,below_10th,Uttar Pradesh,Kanpur,3,751000-751999,2024-06-21,1,retail,mid,46278.33,0,medium,0,0,51.29,normal
CUST000473,30,M,married,salaried,private,graduate,Tamil Nadu,Tirunelveli,3,455000-455999,2016-07-21,9,mass,lower_mid,21236.61,0,low,0,0,54.14,normal
CUST000474,75,F,married,salaried,self_employed,graduate,Kerala,Kollam,3,322000-322999,2019-03-25,7,mass,lower_mid,18102.52,1,medium,0,0,23.57,normal
CUST000475,24,M,married,salaried,private,professional,Telangana,Warangal,3,785000-785999,2011-10-12,14,youth,lower_mid,21302.15,0,medium,0,0,75.57,elite
CUST000476,74,F,married,student,government,graduate,Madhya Pradesh,Gwalior,3,565000-565999,2017-09-21,8,mass,low,14048.38,0,medium,0,0,32.51,normal
CUST000477,53,M,single,student,government,graduate,Haryana,Ambala,3,221000-221999,2013-01-19,13,mass,low,10840.79,1,low,0,0,62.83,normal
CUST000478,62,M,married,other,self_employed,high_school,Karnataka,Davangere,3,410000-410999,2013-04-14,13,mass,low,11955.23,0,low,0,0,52.2,normal
CUST000479,37,F,married,salaried,private,graduate,Madhya Pradesh,Jabalpur,3,379000-379999,2012-08-06,13,retail,mid,55701.96,0,high,0,0,35.11,normal
CUST000480,18,F,married,business,government,high_school,Maharashtra,Pune,1,259000-259999,2024-02-14,2,youth,upper_mid,128903.51,1,high,1,0,46.23,normal
CUST000481,25,M,single,salaried,government,post_graduate,Madhya Pradesh,Jabalpur,3,713000-713999,2013-03-27,13,youth,mid,41411.43,1,low,0,0,59.0,normal
CUST000482,63,M,married,student,government,high_school,Bihar,Gaya,3,642000-642999,2023-07-04,2,mass,lower_mid,15088.44,1,low,0,0,31.83,normal
CUST000483,33,M,married,business,other,graduate,West Bengal,Kolkata,1,686000-686999,2012-02-20,14,elite,high,273115.58,0,low,1,0,87.97,super_hni
CUST000484,31,M,married,salaried,government,graduate,Haryana,Hisar,3,554000-554999,2017-02-12,9,mass_affluent,upper_mid,127812.76,1,medium,0,0,62.17,normal
CUST000485,29,M,married,salaried,other,below_10th,Punjab,Jalandhar,2,295000-295999,2024-03-07,2,youth,lower_mid,27801.72,0,low,0,0,53.8,normal
CUST000486,68,M,married,salaried,private,high_school,West Bengal,Asansol,3,398000-398999,2022-09-09,3,mass,lower_mid,29301.46,1,high,0,0,61.14,normal
CUST000487,40,M,single,self_employed,private,high_school,Bihar,Muzaffarpur,3,103000-103999,2020-02-15,6,mass,lower_mid,21285.32,0,medium,1,0,56.91,normal
CUST000488,32,M,single,other,other,graduate,Gujarat,Surat,2,297000-297999,2018-12-10,7,mass,lower_mid,26212.74,1,medium,0,0,17.14,normal
CUST000489,45,M,single,salaried,self_employed,post_graduate,Telangana,Khammam,3,719000-719999,2014-12-28,11,mass_affluent,upper_mid,109151.91,0,low,0,0,45.97,normal
CUST000490,51,M,single,salaried,government,post_graduate,Maharashtra,Solapur,3,374000-374999,2019-02-24,7,retail,mid,48097.58,1,medium,0,0,37.97,normal
CUST000491,19,O,single,salaried,self_employed,below_10th,Madhya Pradesh,Indore,2,600000-600999,2021-09-29,4,youth,mid,36616.16,0,medium,0,0,51.49,normal
CUST000492,49,M,single,student,self_employed,post_graduate,Punjab,Jalandhar,2,517000-517999,2011-09-09,14,mass,low,7194.22,1,medium,0,0,66.43,normal
CUST000493,40,M,single,salaried,private,high_school,Karnataka,Hubli,3,192000-192999,2016-04-07,10,retail,mid,43075.08,0,high,0,0,23.37,normal
CUST000494,39,M,married,salaried,government,below_10th,Tamil Nadu,Coimbatore,2,432000-432999,2013-09-15,12,elite,high,160158.69,1,low,0,0,63.97,normal
CUST000495,68,M,single,salaried,self_employed,below_10th,Gujarat,Bhavnagar,3,293000-293999,2016-11-04,9,mass_affluent,upper_mid,90251.66,1,medium,0,0,61.6,normal
CUST000496,42,M,single,business,self_employed,graduate,Karnataka,Hubli,3,119000-119999,2021-04-14,5,mass_affluent,upper_mid,121122.77,1,medium,1,0,25.49,normal
CUST000497,75,F,married,self_employed,private,high_school,Haryana,Panipat,3,431000-431999,2015-10-07,10,mass,lower_mid,21064.75,0,medium,1,0,62.17,normal
CUST000498,39,M,married,student,private,below_10th,Punjab,Ludhiana,2,673000-673999,2020-03-20,6,mass,low,6650.45,1,medium,0,0,14.91,normal
CUST000499,75,F,divorced,salaried,private,graduate,Bihar,Darbhanga,3,736000-736999,2015-06-24,10,mass,low,9673.9,1,medium,0,0,44.77,normal
CUST000500,75,M,married,salaried,self_employed,graduate,Maharashtra,Nashik,3,360000-360999,2022-08-23,3,mass,low,6276.28,1,high,0,0,52.51,normal
CUST000501,39,M,married,salaried,private,post_graduate,West Bengal,Howrah,3,215000-215999,2013-08-26,12,mass,low,11222.57,1,low,0,0,35.4,normal
CUST000502,66,M,married,salaried,self_employed,high_school,Uttar Pradesh,Allahabad,3,572000-572999,2020-12-05,5,elite,high,159438.26,1,high,0,0,15.14,normal
CUST000503,69,M,married,salaried,private,post_graduate,Uttar Pradesh,Kanpur,3,409000-409999,2015-11-27,10,mass,low,8940.2,1,high,0,0,67.31,normal
CUST000504,59,M,married,salaried,ngo,post_graduate,Kerala,Thiruvananthapuram,2,716000-716999,2019-08-05,6,mass,low,10643.92,1,medium,0,0,18.4,normal
CUST000505,23,M,divorced,self_employed,self_employed,graduate,Karnataka,Mysore,2,432000-432999,2014-05-05,12,youth,lower_mid,15406.53,0,low,1,0,79.66,super_hni
CUST000506,32,M,married,salaried,private,below_10th,Maharashtra,Solapur,3,544000-544999,2017-06-04,9,retail,mid,49282.49,1,low,0,0,19.26,normal
CUST000507,71,F,single,salaried,private,below_10th,Punjab,Jalandhar,2,721000-721999,2019-07-23,6,mass_affluent,upper_mid,72212.95,1,low,0,0,52.14,normal
CUST000508,60,F,single,retired,government,graduate,Kerala,Kochi,2,350000-350999,2025-08-15,0,mass,low,9616.98,0,low,0,0,45.2,normal
CUST000509,54,F,married,self_employed,government,graduate,Haryana,Gurugram,1,701000-701999,2017-01-10,9,hni,high,167599.62,1,low,1,0,38.4,normal
CUST000510,50,M,married,business,government,below_10th,Odisha,Sambalpur,3,256000-256999,2022-02-15,4,mass,lower_mid,20686.56,1,low,1,0,53.43,normal
CUST000511,25,F,married,retired,self_employed,graduate,Maharashtra,Pune,1,510000-510999,2017-09-09,8,youth,high,224081.1,1,medium,0,0,33.14,normal
CUST000512,70,M,single,salaried,private,high_school,Rajasthan,Udaipur,3,429000-429999,2015-01-06,11,retail,mid,39805.37,1,medium,0,0,45.17,normal
CUST000513,61,M,married,student,private,graduate,Maharashtra,Thane,2,171000-171999,2026-01-14,0,mass,lower_mid,26418.45,1,medium,0,0,39.83,normal
CUST000514,61,F,single,self_employed,private,post_graduate,Gujarat,Bhavnagar,3,405000-405999,2019-08-07,6,mass,lower_mid,20686.89,0,low,1,0,67.26,normal
CUST000515,22,F,single,salaried,private,graduate,Uttar Pradesh,Meerut,3,270000-270999,2022-10-22,3,youth,mid,52560.29,0,medium,0,0,29.09,normal
CUST000516,56,F,married,salaried,private,graduate,Haryana,Ambala,3,742000-742999,2023-09-23,2,retail,mid,54957.73,1,low,0,0,15.23,normal
CUST000517,21,F,single,salaried,self_employed,post_graduate,Haryana,Faridabad,2,138000-138999,2020-08-25,5,youth,low,7522.72,0,medium,0,0,22.0,normal
CUST000518,23,M,single,salaried,government,below_10th,Rajasthan,Udaipur,3,272000-272999,2017-08-27,8,youth,low,5819.06,1,medium,0,0,54.31,normal
CUST000519,62,M,divorced,salaried,private,graduate,Gujarat,Rajkot,2,352000-352999,2013-06-29,12,hni,high,156784.15,0,low,0,0,70.06,elite
CUST000520,49,M,married,salaried,government,graduate,Telangana,Warangal,3,777000-777999,2016-12-30,9,retail,mid,46182.57,0,medium,0,0,68.94,elite
CUST000521,69,M,single,salaried,government,below_10th,Bihar,Darbhanga,3,485000-485999,2016-07-03,9,mass_affluent,upper_mid,149991.7,0,low,0,0,28.37,normal
CUST000522,47,M,married,salaried,self_employed,below_10th,Tamil Nadu,Salem,3,129000-129999,2014-09-18,11,retail,mid,40498.81,0,low,0,0,75.23,elite
CUST000523,64,F,married,salaried,other,high_school,Uttar Pradesh,Kanpur,3,681000-681999,2019-10-09,6,mass,lower_mid,24752.16,1,medium,0,0,64.49,normal
CUST000524,52,M,married,salaried,self_employed,graduate,Jharkhand,Deoghar,3,173000-173999,2020-11-01,5,mass,low,12812.33,1,low,0,0,49.29,normal
CUST000525,72,M,married,salaried,private,graduate,Punjab,Jalandhar,2,493000-493999,2017-02-07,9,hni,high,378114.13,0,low,0,0,25.69,normal
CUST000526,57,O,married,self_employed,self_employed,professional,Madhya Pradesh,Indore,2,525000-525999,2015-03-18,11,retail,mid,52627.0,1,low,1,0,67.37,normal
CUST000527,69,F,single,salaried,self_employed,post_graduate,Tamil Nadu,Tirunelveli,3,553000-553999,2024-01-11,2,mass,low,14496.12,0,high,0,0,60.97,normal
CUST000528,33,M,single,retired,private,high_school,Bihar,Patna,2,623000-623999,2018-05-16,8,retail,mid,35980.82,0,medium,0,0,39.51,normal
CUST000529,30,M,single,student,private,professional,Maharashtra,Mumbai,1,118000-118999,2012-09-22,13,mass,low,5203.8,1,low,0,0,69.37,elite
CUST000530,67,M,married,self_employed,private,high_school,Uttar Pradesh,Kanpur,3,250000-250999,2019-11-27,6,mass_affluent,upper_mid,73714.41,1,low,1,0,14.4,normal
CUST000531,59,F,married,student,private,professional,Maharashtra,Solapur,3,139000-139999,2018-04-04,8,mass,low,6262.21,1,medium,0,0,38.83,normal
CUST000532,47,F,divorced,salaried,private,high_school,West Bengal,Howrah,3,403000-403999,2019-12-25,6,mass,lower_mid,25041.88,0,low,0,0,58.4,normal
CUST000533,36,M,married,salaried,self_employed,graduate,Uttar Pradesh,Kanpur,3,224000-224999,2011-09-06,14,mass,low,10639.7,1,low,0,0,45.77,normal
CUST000534,34,F,married,retired,government,high_school,Andhra Pradesh,Guntur,3,202000-202999,2025-04-11,1,mass,low,7179.65,1,low,0,0,45.66,normal
CUST000535,73,M,single,salaried,private,graduate,Madhya Pradesh,Bhopal,2,561000-561999,2013-11-19,12,retail,mid,50983.95,1,high,0,0,43.11,normal
CUST000536,36,M,married,other,self_employed,graduate,Odisha,Rourkela,2,538000-538999,2014-09-18,11,mass,lower_mid,26503.47,0,low,0,0,31.8,normal
CUST000537,45,M,married,self_employed,ngo,below_10th,Rajasthan,Ajmer,3,736000-736999,2018-10-05,7,retail,mid,35033.67,1,low,1,0,63.46,normal
CUST000538,75,M,married,salaried,private,graduate,Rajasthan,Ajmer,3,749000-749999,2020-02-24,6,retail,mid,48217.42,1,high,0,0,53.0,normal
CUST000539,72,F,divorced,salaried,private,graduate,Delhi,Dwarka,3,319000-319999,2012-02-03,14,mass,lower_mid,26218.88,1,low,0,0,85.31,super_hni
CUST000540,43,M,married,salaried,private,high_school,Telangana,Khammam,3,461000-461999,2019-09-09,6,retail,mid,33435.99,1,low,0,0,19.11,normal
CUST000541,54,M,single,salaried,private,graduate,Maharashtra,Mumbai,1,304000-304999,2020-01-10,6,mass_affluent,upper_mid,133737.11,1,low,0,0,16.29,normal
CUST000542,43,M,married,salaried,private,post_graduate,Tamil Nadu,Chennai,1,449000-449999,2020-11-10,5,mass,lower_mid,29470.81,0,low,0,0,33.29,normal
CUST000543,70,F,single,student,self_employed,professional,Bihar,Darbhanga,3,411000-411999,2014-06-29,11,mass,low,6080.99,1,low,0,0,29.63,normal
CUST000544,40,M,married,salaried,ngo,post_graduate,Rajasthan,Bikaner,3,476000-476999,2017-01-16,9,retail,mid,30770.35,0,medium,0,0,42.26,normal
CUST000545,26,O,married,salaried,private,post_graduate,Delhi,Saket,3,522000-522999,2026-02-23,0,youth,lower_mid,19679.36,0,low,0,0,2.57,normal
CUST000546,29,M,married,salaried,government,high_school,Maharashtra,Nashik,3,317000-317999,2017-06-24,8,youth,lower_mid,25160.21,1,medium,0,0,58.0,normal
CUST000547,70,F,married,retired,government,professional,Maharashtra,Nashik,3,614000-614999,2022-03-01,4,retail,mid,58745.19,0,low,0,0,63.77,normal
CUST000548,18,M,single,self_employed,private,high_school,Maharashtra,Pune,1,230000-230999,2014-02-20,12,youth,upper_mid,95698.9,0,low,1,0,44.66,normal
CUST000549,75,M,married,self_employed,government,graduate,Delhi,Saket,3,374000-374999,2016-08-09,9,mass,lower_mid,25725.22,0,low,1,0,38.89,normal
CUST000550,75,M,married,other,private,high_school,West Bengal,Asansol,3,336000-336999,2022-05-28,4,retail,mid,32279.89,0,medium,0,0,53.2,normal
CUST000551,18,F,married,salaried,private,below_10th,Bihar,Patna,2,596000-596999,2017-05-23,9,youth,low,11906.14,1,low,0,0,32.91,normal
CUST000552,64,M,single,salaried,self_employed,high_school,West Bengal,Howrah,3,624000-624999,2025-11-20,0,retail,mid,48817.27,0,low,0,0,11.8,normal
CUST000553,51,F,single,student,private,below_10th,Uttar Pradesh,Varanasi,3,141000-141999,2020-06-05,6,mass,low,6019.01,0,medium,0,0,51.94,normal
CUST000554,49,F,married,student,self_employed,graduate,Maharashtra,Nashik,3,176000-176999,2012-02-10,14,mass,low,12724.81,0,medium,0,0,44.63,normal
CUST000555,71,F,married,salaried,private,graduate,Kerala,Kochi,2,321000-321999,2022-07-13,3,mass,low,13502.93,1,low,0,0,17.97,normal
CUST000556,65,M,single,salaried,government,graduate,Uttar Pradesh,Agra,3,129000-129999,2021-04-29,5,retail,mid,48012.35,1,medium,0,0,49.4,normal
CUST000557,42,M,married,business,private,graduate,Kerala,Kozhikode,3,164000-164999,2021-12-07,4,mass_affluent,upper_mid,70894.96,1,low,1,0,35.54,normal
CUST000558,57,F,single,salaried,private,post_graduate,Assam,Guwahati,2,378000-378999,2012-12-28,13,retail,mid,59515.33,0,medium,0,0,67.37,normal
CUST000559,62,M,single,other,private,graduate,Tamil Nadu,Trichy,3,169000-169999,2021-03-26,5,mass,low,12826.35,1,low,0,0,24.57,normal
CUST000560,70,M,married,salaried,private,post_graduate,Bihar,Bhagalpur,3,516000-516999,2015-06-02,11,mass,low,8472.04,1,low,0,0,49.0,normal
CUST000561,18,M,married,salaried,government,graduate,Andhra Pradesh,Tirupati,3,535000-535999,2014-01-07,12,youth,lower_mid,21425.67,1,low,0,0,29.46,normal
CUST000562,33,M,married,salaried,private,high_school,Maharashtra,Pune,1,110000-110999,2022-05-20,4,mass,low,8705.71,1,low,0,0,29.69,normal
CUST000563,56,M,married,business,private,post_graduate,Punjab,Amritsar,2,569000-569999,2011-07-25,14,mass_affluent,upper_mid,105536.47,0,low,1,0,37.86,normal
CUST000564,22,F,married,retired,government,post_graduate,Bihar,Patna,2,516000-516999,2013-05-31,13,youth,mid,40236.94,1,low,0,0,78.91,super_hni
CUST000565,39,M,married,self_employed,private,graduate,West Bengal,Asansol,3,786000-786999,2020-01-29,6,retail,mid,55487.27,0,low,1,0,67.77,normal
CUST000566,46,F,single,other,self_employed,post_graduate,Uttar Pradesh,Agra,3,354000-354999,2017-09-20,8,retail,mid,54669.93,1,medium,0,0,34.71,normal
CUST000567,72,F,married,salaried,government,high_school,Assam,Guwahati,2,590000-590999,2024-01-21,2,mass,low,6055.39,0,medium,0,0,48.29,normal
CUST000568,20,M,single,salaried,private,graduate,Odisha,Bhubaneswar,2,310000-310999,2023-06-18,2,youth,mid,58823.63,0,low,0,0,31.66,normal
CUST000569,29,F,divorced,student,private,below_10th,Gujarat,Bhavnagar,3,224000-224999,2016-01-26,10,youth,low,11355.85,1,medium,0,0,23.14,normal
CUST000570,43,F,married,retired,government,graduate,Haryana,Faridabad,2,543000-543999,2018-07-26,7,mass,low,13287.07,1,medium,0,0,67.23,normal
CUST000571,33,M,married,student,private,high_school,Assam,Nagaon,3,672000-672999,2022-04-23,4,mass,low,12073.09,1,low,0,0,45.0,normal
CUST000572,68,M,single,student,government,graduate,Uttar Pradesh,Lucknow,2,249000-249999,2022-02-09,4,retail,mid,43064.61,0,low,0,0,27.11,normal
CUST000573,54,M,married,salaried,government,high_school,Andhra Pradesh,Visakhapatnam,2,216000-216999,2016-03-30,10,mass,lower_mid,26006.93,0,medium,0,0,27.23,normal
CUST000574,39,F,married,salaried,private,graduate,Andhra Pradesh,Visakhapatnam,2,771000-771999,2025-12-09,0,mass,low,14654.74,0,medium,0,0,40.09,normal
CUST000575,74,M,married,other,private,graduate,Tamil Nadu,Trichy,3,123000-123999,2011-07-12,14,mass,lower_mid,19051.24,0,medium,0,0,35.0,normal
CUST000576,46,M,married,salaried,private,below_10th,Uttar Pradesh,Kanpur,3,664000-664999,2024-03-24,2,mass,low,13081.99,0,low,0,0,33.2,normal
CUST000577,31,F,divorced,salaried,private,graduate,Haryana,Faridabad,2,731000-731999,2017-12-18,8,mass,low,10381.73,0,low,0,0,33.43,normal
CUST000578,45,F,married,business,other,professional,West Bengal,Durgapur,3,247000-247999,2012-01-31,14,mass_affluent,upper_mid,103514.78,1,low,1,0,57.54,normal
CUST000579,22,M,single,salaried,other,graduate,Tamil Nadu,Coimbatore,2,741000-741999,2016-09-14,9,youth,low,9355.74,0,low,0,0,36.46,normal
CUST000580,64,M,single,student,self_employed,graduate,Maharashtra,Aurangabad,3,465000-465999,2015-10-06,10,mass,lower_mid,25965.39,1,high,0,0,43.34,normal
CUST000581,66,M,married,salaried,self_employed,graduate,Bihar,Darbhanga,3,621000-621999,2018-02-04,8,retail,mid,38051.87,1,low,0,0,36.46,normal
CUST000582,47,M,single,student,government,graduate,Rajasthan,Jodhpur,3,731000-731999,2019-05-28,7,mass,low,13517.13,1,low,0,0,33.23,normal
CUST000583,63,F,married,self_employed,self_employed,graduate,Bihar,Gaya,3,262000-262999,2024-01-12,2,mass,low,13307.31,1,medium,1,0,44.77,normal
CUST000584,69,F,single,self_employed,self_employed,below_10th,Madhya Pradesh,Indore,2,610000-610999,2013-08-09,12,retail,mid,32599.89,0,medium,1,0,73.17,elite
CUST000585,22,M,married,salaried,government,graduate,Uttar Pradesh,Agra,3,531000-531999,2015-06-24,10,youth,lower_mid,28224.47,0,low,0,0,67.74,normal
CUST000586,29,M,married,salaried,government,graduate,West Bengal,Asansol,3,631000-631999,2015-04-30,11,youth,mid,37315.9,0,medium,0,0,69.74,elite
CUST000587,33,F,married,salaried,private,high_school,Gujarat,Ahmedabad,1,349000-349999,2016-08-04,9,mass_affluent,upper_mid,101823.76,0,medium,0,0,24.14,normal
CUST000588,43,F,married,salaried,private,graduate,Assam,Guwahati,2,109000-109999,2011-06-29,14,mass_affluent,upper_mid,114929.85,1,medium,0,0,82.29,super_hni
CUST000589,43,M,married,self_employed,self_employed,high_school,Madhya Pradesh,Ujjain,3,328000-328999,2025-02-11,1,retail,mid,41369.68,1,low,1,0,33.46,normal
CUST000590,65,M,married,salaried,self_employed,post_graduate,Karnataka,Mysore,2,674000-674999,2016-08-21,9,mass_affluent,upper_mid,62583.0,1,high,0,0,42.37,normal
CUST000591,38,F,single,salaried,private,graduate,Assam,Jorhat,3,383000-383999,2020-12-01,5,mass,low,13509.53,0,medium,0,0,32.4,normal
CUST000592,56,F,widowed,salaried,private,high_school,Andhra Pradesh,Visakhapatnam,2,767000-767999,2015-04-02,11,mass,low,6818.4,0,medium,0,0,59.46,normal
CUST000593,53,M,married,business,government,below_10th,Maharashtra,Thane,2,557000-557999,2025-06-24,0,mass_affluent,upper_mid,79090.79,1,low,1,0,13.6,normal
CUST000594,50,M,single,salaried,private,professional,Haryana,Gurugram,1,652000-652999,2023-04-29,3,mass,lower_mid,26967.49,0,medium,0,0,21.49,normal
CUST000595,47,M,married,retired,private,graduate,Delhi,Janakpuri,3,495000-495999,2020-06-03,6,mass,lower_mid,20105.08,0,low,0,0,19.17,normal
CUST000596,54,F,married,business,private,post_graduate,Uttar Pradesh,Lucknow,2,138000-138999,2016-04-15,10,mass_affluent,upper_mid,139228.8,1,low,1,0,28.26,normal
CUST000597,40,M,married,student,private,graduate,Uttar Pradesh,Allahabad,3,208000-208999,2019-12-27,6,mass,low,12011.84,1,medium,0,0,31.4,normal
CUST000598,75,M,married,student,private,post_graduate,Kerala,Thiruvananthapuram,2,215000-215999,2022-07-03,3,mass,low,7762.69,0,low,0,0,48.23,normal
CUST000599,27,M,married,salaried,private,professional,Karnataka,Mangalore,3,771000-771999,2013-02-10,13,youth,mid,30304.53,0,low,0,0,75.74,elite
CUST000600,71,M,married,student,private,post_graduate,Uttar Pradesh,Varanasi,3,119000-119999,2015-04-26,11,mass,lower_mid,29220.94,1,low,0,0,45.63,normal
CUST000601,22,M,married,salaried,private,post_graduate,Gujarat,Bhavnagar,3,583000-583999,2024-11-17,1,youth,low,5856.13,1,low,0,0,38.77,normal
CUST000602,53,M,divorced,retired,self_employed,post_graduate,Rajasthan,Jaipur,2,227000-227999,2018-09-08,7,mass,lower_mid,25801.12,1,low,0,0,21.74,normal
CUST000603,51,F,married,retired,other,high_school,West Bengal,Durgapur,3,350000-350999,2026-04-18,0,mass,lower_mid,22328.67,0,low,0,0,12.86,normal
CUST000604,69,M,single,salaried,private,graduate,Tamil Nadu,Salem,3,331000-331999,2022-09-24,3,mass,lower_mid,26372.47,0,high,0,0,54.49,normal
CUST000605,48,F,married,salaried,private,graduate,Madhya Pradesh,Gwalior,3,476000-476999,2016-07-01,9,mass,low,11906.09,1,low,0,0,42.31,normal
CUST000606,27,M,married,self_employed,private,post_graduate,Madhya Pradesh,Jabalpur,3,684000-684999,2014-08-01,11,youth,low,11459.03,0,high,1,0,57.86,normal
CUST000607,75,F,single,business,government,graduate,Madhya Pradesh,Bhopal,2,737000-737999,2017-09-29,8,mass_affluent,upper_mid,104173.92,1,low,1,0,32.97,normal
CUST000608,36,M,single,salaried,private,high_school,Maharashtra,Thane,2,745000-745999,2011-11-06,14,retail,mid,53787.99,1,high,0,0,30.34,normal
CUST000609,75,M,married,salaried,private,graduate,Uttar Pradesh,Meerut,3,283000-283999,2025-02-16,1,elite,high,182568.67,0,low,0,0,47.74,normal
CUST000610,49,M,married,salaried,private,graduate,Bihar,Muzaffarpur,3,653000-653999,2014-06-03,12,mass,lower_mid,18323.95,0,medium,0,0,51.11,normal
CUST000611,18,M,married,salaried,self_employed,graduate,Uttar Pradesh,Lucknow,2,499000-499999,2018-10-24,7,youth,high,392125.5,0,medium,0,0,51.86,normal
CUST000612,73,M,single,other,self_employed,post_graduate,Gujarat,Rajkot,2,582000-582999,2013-08-25,12,mass,lower_mid,19593.09,1,low,0,0,73.34,elite
CUST000613,22,M,married,student,government,post_graduate,Telangana,Karimnagar,3,563000-563999,2015-10-19,10,youth,low,10815.56,1,medium,0,0,63.77,normal
CUST000614,62,M,married,salaried,government,graduate,Odisha,Cuttack,3,493000-493999,2019-05-07,7,mass,low,9732.6,1,low,0,0,65.8,normal
CUST000615,21,M,married,salaried,private,high_school,Bihar,Muzaffarpur,3,419000-419999,2020-01-09,6,youth,mid,45927.66,0,low,0,0,34.14,normal
CUST000616,33,M,married,salaried,private,graduate,Karnataka,Hubli,3,595000-595999,2023-06-26,2,mass_affluent,upper_mid,98295.34,1,medium,0,0,48.86,normal
CUST000617,41,M,divorced,salaried,private,below_10th,Maharashtra,Pune,1,778000-778999,2015-12-02,10,retail,mid,52378.06,1,low,0,0,73.49,elite
CUST000618,33,M,married,student,private,graduate,Uttar Pradesh,Meerut,3,112000-112999,2013-08-07,12,mass,lower_mid,19961.87,1,low,0,0,38.34,normal
CUST000619,72,M,married,salaried,private,below_10th,Maharashtra,Aurangabad,3,704000-704999,2015-06-02,11,mass,low,12028.55,1,low,0,0,69.09,elite
CUST000620,19,F,married,self_employed,self_employed,post_graduate,Assam,Silchar,3,170000-170999,2012-08-28,13,youth,low,7709.16,1,high,1,0,61.86,normal
CUST000621,66,M,married,retired,government,professional,Tamil Nadu,Chennai,1,203000-203999,2012-11-20,13,mass,low,7514.04,1,low,0,0,67.69,normal
CUST000622,45,F,married,other,private,graduate,Uttar Pradesh,Lucknow,2,285000-285999,2023-03-26,3,mass,low,6206.56,1,low,0,0,55.97,normal
CUST000623,49,F,married,salaried,government,graduate,Karnataka,Belgaum,3,432000-432999,2023-03-03,3,mass_affluent,upper_mid,77332.59,1,low,0,0,50.11,normal
CUST000624,44,F,married,salaried,government,graduate,Madhya Pradesh,Gwalior,3,552000-552999,2020-05-05,6,mass_affluent,upper_mid,70759.93,0,low,0,0,62.26,normal
CUST000625,37,M,married,salaried,private,graduate,Bihar,Gaya,3,255000-255999,2021-04-25,5,mass,lower_mid,23037.96,1,low,0,0,54.0,normal
CUST000626,41,M,single,business,government,graduate,Punjab,Patiala,3,336000-336999,2023-11-07,2,mass_affluent,upper_mid,128597.06,1,medium,1,0,54.31,normal
CUST000627,29,F,married,other,private,graduate,Karnataka,Mysore,2,565000-565999,2016-03-04,10,youth,low,6851.5,1,low,0,0,70.26,elite
CUST000628,67,M,married,salaried,self_employed,graduate,Karnataka,Mysore,2,491000-491999,2018-01-16,8,mass,lower_mid,18245.77,0,low,0,0,36.57,normal
CUST000629,52,M,single,salaried,private,below_10th,Maharashtra,Nagpur,2,229000-229999,2016-06-28,9,mass,lower_mid,22262.98,1,low,0,0,74.63,elite
CUST000630,50,M,married,retired,self_employed,graduate,Maharashtra,Nashik,3,235000-235999,2019-11-30,6,mass,low,12245.85,0,high,0,0,59.09,normal
CUST000631,50,F,divorced,student,other,graduate,Karnataka,Bangalore,1,789000-789999,2013-10-31,12,mass,low,14766.07,0,low,0,0,24.0,normal
CUST000632,68,F,married,other,private,post_graduate,Uttar Pradesh,Varanasi,3,779000-779999,2025-09-23,0,mass,low,10246.37,0,low,0,0,3.66,normal
CUST000633,60,M,married,salaried,government,post_graduate,Bihar,Muzaffarpur,3,430000-430999,2025-09-20,0,mass,lower_mid,19244.98,1,medium,0,0,2.91,normal
CUST000634,54,F,single,salaried,self_employed,high_school,Tamil Nadu,Tirunelveli,3,730000-730999,2014-10-27,11,mass,lower_mid,16507.89,1,high,0,0,73.0,elite
CUST000635,29,M,married,salaried,ngo,post_graduate,Bihar,Gaya,3,376000-376999,2019-11-11,6,youth,mid,35823.53,1,low,0,0,34.6,normal
CUST000636,20,M,married,salaried,government,post_graduate,Maharashtra,Solapur,3,417000-417999,2013-06-12,12,youth,lower_mid,18412.25,1,medium,0,0,66.97,normal
CUST000637,18,M,single,self_employed,government,professional,Gujarat,Surat,2,303000-303999,2014-04-18,12,youth,high,212804.54,1,low,1,0,61.0,normal
CUST000638,50,M,single,salaried,self_employed,high_school,Kerala,Kochi,2,449000-449999,2017-12-07,8,mass_affluent,upper_mid,61273.35,1,low,0,0,62.11,normal
CUST000639,57,F,single,salaried,government,graduate,Uttar Pradesh,Kanpur,3,632000-632999,2019-06-27,6,mass_affluent,upper_mid,108072.16,0,medium,0,0,63.63,normal
