customer_id,recommended_product,clv_tier,cibil_score,confidence_pct,top1_feature,top1_shap,top1_value,top2_feature,top2_shap,top2_value,top3_feature,top3_shap,top3_value,top_blocker_feature,top_blocker_shap
CUST011537,education_loan,normal,604,100.0,is_student,4.1451,1.0,occupation_enc,0.7067,5.0,online_spend_ratio,0.6071,0.0814,payment_history_score,-0.3216
CUST011269,consumer_durable,normal,631,92.5,income_group_ord,1.6062,2.0,cibil_score,0.6858,631.0,age,0.3714,21.0,ecommerce_to_spend_ratio,-0.6176
CUST016383,credit_card,normal,816,100.0,digital_credit_ready,2.0889,1.0,prime_home_age,0.7216,0.0,strong_digital,0.3424,1.0,is_premium,-0.1785
CUST005745,gold_loan,normal,608,100.0,profit_of_top_eligible,2.057,45.0,top2_confidence_score,0.6537,30.0,income_group_ord,0.2836,0.0,consumer_durable,-0.3602
CUST002566,home_loan,normal,705,99.9,prime_home_age,2.0764,1.0,profit_of_top_eligible,0.7809,100.0,top2_risk_percentage,0.4616,22.39,cibil_gte_750,-0.1798
CUST013520,consumer_durable,normal,746,99.9,ecommerce_to_spend_ratio,2.0365,0.1773,income_group_ord,1.5024,2.0,online_spend_ratio,1.0879,0.1773,cibil_score,-0.307
CUST016788,insurance,normal,754,99.9,is_retired,7.4959,1.0,occupation_enc,0.4975,2.0,high_saver,0.1841,1.0,default_history_flag,-0.2839
CUST007112,home_loan,normal,836,99.9,prime_home_age,1.4793,1.0,cc_credit_limit,0.6395,225736.39,credit_card,0.3025,1.0,profit_of_top_eligible,-1.1532
CUST007581,credit_card,super_hni,847,95.7,is_premium,0.9814,1.0,foir_x_cibil,0.6873,0.3089,profit_of_top_eligible,0.3533,75.0,digital_credit_ready,-0.8956
CUST012138,home_loan,elite,735,97.5,prime_home_age,1.6853,1.0,profit_of_top_eligible,0.4437,100.0,top2_risk_percentage,0.2105,20.54,clv_tier_enc,-0.5806
CUST015928,consumer_durable,normal,806,96.2,ecommerce_to_spend_ratio,1.9308,0.1556,income_group_ord,1.295,2.0,online_spend_ratio,0.9563,0.1556,cibil_score,-0.2674
CUST010193,insurance,normal,652,100.0,is_retired,6.9676,1.0,occupation_enc,0.5112,2.0,affluent,0.2857,1.0,insurance,-0.6322
CUST014418,business_loan,normal,753,100.0,is_self_employed,2.287,1.0,top2_confidence_score,1.1834,93.54,is_business_occ,0.6605,1.0,age_x_income,-0.371
CUST019157,consumer_durable,normal,668,100.0,income_group_ord,1.7207,2.0,cibil_score,0.8295,668.0,cibil_composite,0.3698,61.2513,ecommerce_to_spend_ratio,-0.6807
CUST018148,consumer_durable,elite,845,99.7,ecommerce_to_spend_ratio,2.0436,0.1635,income_group_ord,1.3369,1.0,online_spend_ratio,1.0179,0.1635,cibil_score,-0.3077
CUST012232,personal_loan,normal,747,76.9,profit_of_top_eligible,1.3743,100.0,cibil_gte_750,1.3417,0.0,low_income,0.6336,1.0,foir_x_cibil,-1.1013
CUST013093,insurance,normal,604,100.0,default_history_flag,4.4519,1.0,is_blocked,1.0614,1.0,repayment_status_ord,0.8288,0.0,is_retired,-0.3355
CUST007284,education_loan,elite,734,99.9,is_student,4.0966,1.0,occupation_enc,0.7335,5.0,online_spend_ratio,0.714,0.1484,age,-0.2052
CUST000266,insurance,normal,632,98.2,bureau_inquiries_6m,4.0282,6.0,bureau_x_writeoff,2.2335,6.0,repayment_status_ord,0.8212,0.0,insurance,-0.5457
CUST004113,education_loan,normal,743,100.0,is_student,4.2586,1.0,occupation_enc,0.7391,5.0,online_spend_ratio,0.6659,0.082,age,-0.117
CUST003095,personal_loan,normal,730,99.9,profit_of_top_eligible,1.8226,100.0,cibil_gte_750,1.2152,0.0,occupation_enc,0.6232,3.0,is_self_employed,-0.2491
CUST008756,credit_card,normal,797,96.3,digital_credit_ready,1.5164,1.0,foir_x_cibil,1.0499,0.4591,foir,0.838,0.576,prime_home_age,-0.4433
CUST019873,home_loan,normal,779,99.9,prime_home_age,2.1835,1.0,profit_of_top_eligible,0.8292,100.0,credit_capacity_score,0.4204,92.771,digital_x_online,-0.1452
CUST008604,credit_card,elite,804,99.7,digital_credit_ready,1.8545,1.0,is_premium,0.6948,1.0,foir_x_cibil,0.4637,0.2984,prime_home_age,-0.3134
CUST003426,insurance,normal,653,100.0,default_history_flag,4.5135,1.0,is_blocked,1.1487,1.0,repayment_status_ord,0.7679,0.0,is_retired,-0.345
CUST008290,consumer_durable,normal,653,99.4,income_group_ord,1.7781,1.0,cibil_score,0.8472,653.0,digital_adoption_score,0.331,1.0,ecommerce_to_spend_ratio,-0.6616
CUST017332,consumer_durable,normal,828,87.8,ecommerce_to_spend_ratio,2.0877,0.1555,income_group_ord,1.4444,2.0,online_spend_ratio,1.1597,0.1555,cibil_score,-0.3067
CUST013939,insurance,normal,556,100.0,default_history_flag,4.1974,1.0,bureau_x_writeoff,1.4441,6.0,is_blocked,0.8481,1.0,is_retired,-0.2888
CUST006714,gold_loan,normal,644,65.7,profit_of_top_eligible,1.4184,40.0,top2_confidence_score,0.5245,30.0,income_group_ord,0.245,0.0,repayment_status_ord,-0.6008
CUST013254,home_loan,normal,807,99.9,prime_home_age,2.1907,1.0,profit_of_top_eligible,0.7931,75.0,cibil_score,0.2234,807.0,cc_credit_limit,-0.0411
CUST015458,insurance,normal,596,100.0,default_history_flag,4.3883,1.0,is_blocked,1.0782,1.0,repayment_status_ord,0.7393,0.0,is_retired,-0.3286
CUST012465,insurance,normal,633,100.0,default_history_flag,4.414,1.0,is_blocked,1.0923,1.0,repayment_status_ord,0.7988,0.0,is_retired,-0.3325
CUST011198,consumer_durable,normal,773,99.7,ecommerce_to_spend_ratio,2.1074,0.1761,income_group_ord,1.5439,1.0,online_spend_ratio,1.1563,0.1761,cibil_score,-0.3078
CUST012437,home_loan,normal,769,99.9,prime_home_age,2.0728,1.0,profit_of_top_eligible,0.6398,100.0,cc_credit_limit,0.2431,219378.83,digital_x_online,-0.0942
CUST015330,home_loan,normal,792,99.9,prime_home_age,2.0994,1.0,profit_of_top_eligible,0.7818,100.0,clv_tier_enc,0.2385,0.0,city_digital_score,-0.4785
CUST008750,credit_card,normal,755,97.8,digital_credit_ready,1.6693,1.0,prime_home_age,0.6763,0.0,profit_of_top_eligible,0.265,100.0,online_spend_ratio,-0.3547
CUST018187,insurance,normal,666,97.3,affluent,1.2134,1.0,top2_risk_percentage,0.9586,42.28,insurance,0.7636,0.0,is_retired,-0.4349
CUST003431,insurance,normal,628,100.0,default_history_flag,4.2379,1.0,bureau_x_writeoff,1.5473,6.0,is_blocked,0.916,1.0,insurance,-0.504
CUST008482,home_loan,normal,800,99.9,prime_home_age,2.1189,1.0,profit_of_top_eligible,0.7603,100.0,clv_tier_enc,0.2839,0.0,digital_x_online,-0.119
CUST001070,education_loan,normal,745,100.0,is_student,4.3302,1.0,occupation_enc,0.7647,5.0,online_spend_ratio,0.202,0.0914,top2_risk_percentage,-0.0118
CUST011356,home_loan,normal,717,99.9,prime_home_age,2.0101,1.0,profit_of_top_eligible,0.5997,100.0,top2_risk_percentage,0.4508,22.39,cibil_gte_750,-0.1798
CUST018270,consumer_durable,normal,797,58.8,ecommerce_to_spend_ratio,1.7383,0.1655,income_group_ord,1.1035,1.0,online_spend_ratio,0.8091,0.1655,foir_high,-0.5872
CUST014543,credit_card,elite,812,100.0,digital_credit_ready,1.7168,1.0,is_premium,0.5793,1.0,clv_tier_enc,0.3246,1.0,tier1_city,-0.1516
CUST013702,consumer_durable,normal,760,99.9,ecommerce_to_spend_ratio,1.9517,0.1528,income_group_ord,1.392,2.0,online_spend_ratio,1.1826,0.1528,is_student,-0.5017
CUST018399,credit_card,normal,765,77.8,digital_credit_ready,1.8913,1.0,prime_home_age,0.6165,0.0,strong_digital,0.2384,1.0,online_spend_ratio,-0.3819
CUST000280,insurance,normal,721,99.9,is_retired,7.5317,1.0,occupation_enc,0.4653,2.0,insurance,0.1858,0.0,default_history_flag,-0.2905
CUST013957,consumer_durable,normal,665,99.4,ecommerce_to_spend_ratio,1.8597,0.1575,online_spend_ratio,0.8971,0.1575,age,0.4812,30.0,income_group_ord,-0.5046
CUST009240,home_loan,normal,822,99.9,prime_home_age,2.0529,1.0,profit_of_top_eligible,0.7154,100.0,top2_risk_percentage,0.3205,14.18,foir_x_cibil,-0.1989
CUST005305,home_loan,normal,791,99.9,prime_home_age,2.0147,1.0,profit_of_top_eligible,0.736,100.0,clv_tier_enc,0.2618,0.0,credit_capacity_score,-0.1836
CUST006825,insurance,normal,783,99.9,is_retired,7.8106,1.0,occupation_enc,0.4839,2.0,is_self_employed,0.1483,0.0,high_saver,-0.3427
CUST007134,insurance,normal,642,100.0,default_history_flag,2.5306,1.0,bureau_inquiries_6m,1.7477,6.0,bureau_x_writeoff,1.5695,6.0,insurance,-0.3148
CUST010270,education_loan,normal,769,100.0,is_student,4.3315,1.0,occupation_enc,0.7654,5.0,credit_history_years,0.2013,1.0,age_x_cibil,-0.0118
CUST001645,insurance,normal,818,99.9,is_retired,7.6209,1.0,occupation_enc,0.5535,2.0,affluent,0.1976,1.0,insurance,-0.3842
CUST005349,insurance,normal,791,99.7,investment_intent_score,1.3731,2.0,insurance,0.7918,0.0,investment_appetite,0.6606,2.0,is_retired,-0.437
CUST001943,insurance,normal,716,100.0,is_retired,6.3256,1.0,affluent,0.3577,1.0,insurance,0.3216,0.0,default_history_flag,-0.2532
CUST000439,personal_loan,normal,739,99.9,profit_of_top_eligible,1.6939,100.0,cibil_gte_750,1.5362,0.0,occupation_enc,0.6773,3.0,top2_risk_percentage,-0.6113
CUST012409,home_loan,normal,711,99.9,prime_home_age,1.9224,1.0,profit_of_top_eligible,0.71,100.0,top2_risk_percentage,0.3954,23.49,credit_capacity_score,-0.3187
CUST002408,consumer_durable,normal,733,82.0,ecommerce_to_spend_ratio,1.4923,0.1755,age,1.0765,38.0,online_spend_ratio,1.0011,0.1756,income_group_ord,-0.4321
CUST019918,insurance,normal,632,96.0,top2_risk_percentage,0.9678,59.85,repayment_status_ord,0.7349,0.0,insurance,0.5547,0.0,is_retired,-0.5188
CUST006402,consumer_durable,normal,681,100.0,ecommerce_to_spend_ratio,1.2945,0.1654,income_group_ord,1.0662,1.0,online_spend_ratio,0.5274,0.1654,top2_confidence_score,-0.1301
CUST000296,insurance,normal,603,100.0,default_history_flag,3.7303,1.0,is_blocked,0.8679,1.0,top2_risk_percentage,0.4961,44.04,is_retired,-0.3018
CUST011874,credit_card,normal,813,98.2,digital_credit_ready,1.8799,1.0,tier1_city,1.5541,1.0,city_tier,0.6889,1.0,prime_home_age,-0.5709
CUST007979,credit_card,normal,761,90.7,is_self_employed,0.5077,0.0,prime_home_age,0.4639,0.0,profit_of_top_eligible,0.3165,100.0,digital_credit_ready,-0.9356
CUST004749,insurance,elite,833,99.9,is_retired,7.892,1.0,occupation_enc,0.699,2.0,is_self_employed,0.154,0.0,insurance,-0.3282
CUST009028,insurance,normal,566,100.0,default_history_flag,2.5049,1.0,bureau_inquiries_6m,1.7376,6.0,bureau_x_writeoff,1.5567,12.0,insurance,-0.3346
CUST019988,consumer_durable,normal,694,100.0,ecommerce_to_spend_ratio,1.2752,0.1542,income_group_ord,1.0435,2.0,online_spend_ratio,0.5135,0.1542,top2_confidence_score,-0.1269
CUST004082,home_loan,normal,840,99.9,prime_home_age,2.0761,1.0,profit_of_top_eligible,0.7284,75.0,top2_risk_percentage,0.3116,11.91,foir_x_cibil,-0.212
CUST013334,personal_loan,normal,712,100.0,profit_of_top_eligible,1.7777,100.0,cibil_gte_750,1.5109,0.0,occupation_enc,0.6665,3.0,prime_home_age,-0.277
CUST013133,gold_loan,normal,645,100.0,profit_of_top_eligible,2.3163,45.0,top2_confidence_score,0.6221,30.0,income_group_ord,0.2958,0.0,prime_home_age,-0.5983
CUST015573,insurance,normal,778,100.0,is_retired,6.9625,1.0,occupation_enc,0.5942,2.0,investment_intent_score,0.5721,3.0,insurance,-0.5108
CUST015589,home_loan,normal,726,99.9,prime_home_age,1.8243,1.0,top2_risk_percentage,0.9111,29.74,profit_of_top_eligible,0.6747,100.0,credit_capacity_score,-0.4493
CUST008300,home_loan,normal,855,99.9,prime_home_age,2.0394,1.0,profit_of_top_eligible,0.7183,75.0,digital_x_online,0.278,0.1109,credit_capacity_score,-0.187
CUST005021,insurance,normal,790,99.9,is_retired,7.9206,1.0,occupation_enc,0.647,2.0,foir_x_cibil,0.1873,0.3767,top2_risk_percentage,-0.3635
CUST002393,personal_loan,super_hni,816,97.7,profit_of_top_eligible,1.156,100.0,top2_risk_percentage,0.9596,6.05,occupation_enc,0.6656,3.0,cibil_gte_750,-0.6494
CUST008056,business_loan,normal,767,100.0,is_self_employed,2.512,1.0,top2_confidence_score,1.0775,95.0,is_business_occ,0.7031,1.0,digital_x_travel,-0.1717
CUST009017,credit_card,elite,808,99.7,digital_credit_ready,1.9931,1.0,clv_tier_enc,0.8574,1.0,is_premium,0.8064,1.0,prime_home_age,-0.5313
CUST003244,consumer_durable,normal,749,95.4,ecommerce_to_spend_ratio,1.9211,0.1536,income_group_ord,1.231,1.0,online_spend_ratio,1.0626,0.1536,is_student,-0.509
CUST002058,insurance,normal,627,100.0,default_history_flag,2.5961,1.0,bureau_inquiries_6m,1.6459,6.0,bureau_x_writeoff,1.3858,6.0,is_retired,-0.2662
CUST001881,consumer_durable,normal,696,99.9,ecommerce_to_spend_ratio,1.7104,0.1541,cibil_score,1.2743,696.0,online_spend_ratio,0.9875,0.1541,income_group_ord,-1.5771
CUST002659,education_loan,normal,765,100.0,is_student,4.3317,1.0,occupation_enc,0.7653,5.0,credit_history_years,0.2014,2.0,top2_risk_percentage,-0.0118
CUST010555,insurance,normal,661,100.0,default_history_flag,4.4992,1.0,is_blocked,1.1571,1.0,repayment_status_ord,0.8051,0.0,affluent,-0.3572
CUST016913,personal_loan,normal,804,99.9,profit_of_top_eligible,1.1429,100.0,top2_risk_percentage,0.735,7.57,digital_x_online,0.6773,0.0,cibil_gte_750,-0.7967
CUST018059,education_loan,normal,624,100.0,is_student,4.2248,1.0,online_spend_ratio,0.7503,0.0858,occupation_enc,0.7314,5.0,age,-0.2525
CUST004035,credit_card,elite,801,98.2,digital_credit_ready,1.7218,1.0,tier1_city,1.4566,1.0,is_premium,0.4876,1.0,cc_utilization_ratio,-0.7665
CUST001626,insurance,normal,761,100.0,is_retired,7.0833,1.0,occupation_enc,0.3461,2.0,affluent,0.2456,1.0,high_saver,-0.4736
CUST016624,insurance,normal,698,100.0,is_retired,7.151,1.0,occupation_enc,0.3555,2.0,insurance,0.1609,0.0,default_history_flag,-0.2904
CUST006319,credit_card,normal,799,100.0,digital_credit_ready,2.0667,1.0,prime_home_age,0.7216,0.0,strong_digital,0.3251,1.0,is_premium,-0.1683
CUST007640,consumer_durable,normal,811,99.7,ecommerce_to_spend_ratio,2.0693,0.1673,income_group_ord,1.2799,1.0,online_spend_ratio,0.9916,0.1673,cibil_score,-0.2967
CUST007274,education_loan,normal,659,93.6,is_student,3.4517,1.0,occupation_enc,0.5826,5.0,credit_history_years,0.1902,2.0,online_spend_ratio,-1.1743
CUST006658,credit_card,normal,775,100.0,top2_risk_percentage,0.9381,3.0,is_self_employed,0.5716,0.0,prime_home_age,0.4985,0.0,digital_credit_ready,-0.8026
CUST016533,credit_card,normal,852,99.7,digital_credit_ready,2.0472,1.0,tier1_city,1.1505,1.0,prime_home_age,0.3111,0.0,cc_utilization_ratio,-0.503
CUST018618,home_loan,normal,824,99.9,prime_home_age,2.1059,1.0,profit_of_top_eligible,0.7519,100.0,credit_capacity_score,0.3039,92.0365,city_digital_score,-0.4567
CUST005020,consumer_durable,normal,837,99.7,ecommerce_to_spend_ratio,2.0839,0.1654,income_group_ord,1.2352,2.0,online_spend_ratio,1.0109,0.1654,cibil_score,-0.2853
CUST010597,insurance,normal,618,98.2,bureau_inquiries_6m,3.4562,6.0,bureau_x_writeoff,1.762,6.0,repayment_status_ord,0.7994,0.0,is_retired,-0.3429
CUST003326,education_loan,normal,625,100.0,is_student,4.1817,1.0,occupation_enc,0.7141,5.0,online_spend_ratio,0.5242,0.1438,payment_history_score,-0.3214
CUST019592,insurance,normal,694,99.4,top2_risk_percentage,1.4387,42.9,affluent,1.0476,1.0,insurance,0.5767,0.0,is_retired,-0.4379
CUST000371,consumer_durable,normal,663,100.0,ecommerce_to_spend_ratio,1.2366,0.1587,income_group_ord,1.0649,1.0,online_spend_ratio,0.4666,0.1587,top2_confidence_score,-0.1184
CUST012748,education_loan,normal,655,100.0,is_student,4.0059,1.0,occupation_enc,0.6596,5.0,credit_history_years,0.1946,1.0,online_spend_ratio,-0.6666
CUST018156,credit_card,normal,810,98.2,digital_credit_ready,1.9235,1.0,tier1_city,1.6831,1.0,city_tier,0.7355,1.0,prime_home_age,-0.615
CUST016813,home_loan,normal,798,99.9,prime_home_age,2.2198,1.0,profit_of_top_eligible,0.7857,100.0,credit_capacity_score,0.4021,94.658,top2_risk_percentage,-0.163
CUST016287,credit_card,normal,785,100.0,digital_credit_ready,2.0756,1.0,prime_home_age,0.723,0.0,strong_digital,0.3271,1.0,is_premium,-0.1644
CUST019909,credit_card,normal,763,93.4,top2_risk_percentage,0.9941,3.0,is_self_employed,0.6412,0.0,prime_home_age,0.4706,0.0,digital_credit_ready,-0.8268
CUST015138,home_loan,normal,832,99.9,prime_home_age,2.1461,1.0,profit_of_top_eligible,0.775,75.0,clv_tier_enc,0.2752,0.0,digital_x_online,-0.1362
CUST017210,home_loan,normal,807,99.9,prime_home_age,2.0705,1.0,profit_of_top_eligible,0.7105,100.0,credit_capacity_score,0.3951,95.6335,top2_risk_percentage,-0.2434
CUST003230,home_loan,normal,723,96.2,prime_home_age,1.8327,1.0,profit_of_top_eligible,0.6638,100.0,top2_risk_percentage,0.4287,23.48,credit_capacity_score,-0.2824
CUST005900,insurance,normal,632,100.0,default_history_flag,4.3304,1.0,is_blocked,1.0731,1.0,repayment_status_ord,0.7853,0.0,is_retired,-0.3307
CUST008430,credit_card,normal,790,62.4,foir_high,1.1038,1.0,foir_x_cibil,0.9284,0.7468,foir,0.5372,0.9453,digital_credit_ready,-0.8947
CUST006297,insurance,normal,635,100.0,default_history_flag,3.9639,1.0,is_blocked,0.9441,1.0,top2_risk_percentage,0.5155,45.37,insurance,-0.6645
CUST019300,consumer_durable,normal,838,87.8,ecommerce_to_spend_ratio,2.0363,0.1631,income_group_ord,1.4844,2.0,online_spend_ratio,1.133,0.1631,cibil_score,-0.3021
CUST003190,home_loan,normal,845,99.9,prime_home_age,2.2142,1.0,profit_of_top_eligible,0.7863,90.0,credit_capacity_score,0.4145,97.874,digital_x_online,-0.1223
CUST002716,insurance,normal,645,98.2,investment_intent_score,1.2537,2.0,top2_risk_percentage,1.1648,60.0,insurance,0.743,0.0,is_retired,-0.4345
CUST014128,credit_card,normal,810,99.7,digital_credit_ready,1.5479,1.0,foir_x_cibil,1.0577,0.4496,foir,0.9016,0.555,prime_home_age,-0.5318
CUST015761,consumer_durable,normal,661,99.4,income_group_ord,1.811,2.0,cibil_score,0.8202,661.0,digital_adoption_score,0.3651,1.0,ecommerce_to_spend_ratio,-0.6616
CUST001334,personal_loan,normal,709,99.9,profit_of_top_eligible,1.1655,100.0,cibil_gte_750,0.8583,0.0,low_income,0.4897,1.0,occupation_enc,-3.0998
CUST014278,education_loan,normal,608,100.0,is_student,4.0335,1.0,occupation_enc,0.7106,5.0,online_spend_ratio,0.4617,0.1479,payment_history_score,-0.3216
CUST017234,credit_card,normal,800,100.0,digital_credit_ready,2.1954,1.0,prime_home_age,0.7056,0.0,strong_digital,0.35,1.0,top2_confidence_score,-0.2344
CUST003351,credit_card,elite,828,100.0,tier1_city,1.3893,1.0,is_premium,1.0127,1.0,top2_risk_percentage,0.6494,19.94,digital_credit_ready,-0.7871
CUST006559,insurance,normal,821,100.0,is_retired,7.8704,1.0,occupation_enc,0.674,2.0,is_self_employed,0.1395,0.0,insurance,-0.3088
CUST015072,insurance,elite,858,99.9,is_retired,7.8875,1.0,occupation_enc,0.7297,2.0,is_self_employed,0.1455,0.0,insurance,-0.345
CUST000661,credit_card,normal,748,87.9,digital_credit_ready,1.659,1.0,prime_home_age,0.5421,0.0,strong_digital,0.2709,1.0,cibil_gte_750,-0.373
CUST007981,insurance,normal,631,100.0,default_history_flag,4.5007,1.0,is_blocked,1.1164,1.0,repayment_status_ord,0.7948,0.0,is_retired,-0.3379
CUST018406,education_loan,normal,779,100.0,is_student,4.3314,1.0,occupation_enc,0.7654,5.0,credit_history_years,0.2015,1.0,top2_risk_percentage,-0.0118
CUST015398,insurance,normal,657,100.0,default_history_flag,4.4586,1.0,is_blocked,1.1641,1.0,repayment_status_ord,0.7688,0.0,is_retired,-0.3498
CUST015113,consumer_durable,normal,789,99.9,ecommerce_to_spend_ratio,1.8863,0.1665,income_group_ord,1.3067,2.0,online_spend_ratio,0.9493,0.1665,cibil_score,-0.2637
CUST000947,home_loan,normal,742,99.9,prime_home_age,2.0962,1.0,profit_of_top_eligible,0.7911,100.0,top2_risk_percentage,0.4471,24.83,cibil_gte_750,-0.1714
CUST010427,home_loan,normal,838,99.9,prime_home_age,2.1673,1.0,profit_of_top_eligible,0.7823,75.0,clv_tier_enc,0.2628,0.0,digital_x_online,-0.1353
CUST014002,insurance,normal,569,100.0,default_history_flag,4.0773,1.0,bureau_x_writeoff,1.3703,8.0,is_blocked,0.8254,1.0,is_retired,-0.2828
CUST001346,education_loan,normal,688,100.0,is_student,4.253,1.0,occupation_enc,0.7382,5.0,online_spend_ratio,0.6887,0.0816,income_group_ord,-0.1042
CUST005613,consumer_durable,normal,676,99.4,income_group_ord,1.7669,1.0,cibil_score,0.8566,676.0,digital_adoption_score,0.3424,1.0,ecommerce_to_spend_ratio,-0.5628
CUST018508,credit_card,normal,787,100.0,digital_credit_ready,1.7458,1.0,prime_home_age,0.7406,0.0,top2_risk_percentage,0.6704,3.0,tier1_city,-0.1492
CUST012153,credit_card,normal,860,100.0,digital_credit_ready,2.0961,1.0,prime_home_age,0.7237,0.0,strong_digital,0.3208,1.0,is_premium,-0.1638
CUST009928,credit_card,normal,796,100.0,is_self_employed,0.5082,0.0,prime_home_age,0.483,0.0,profit_of_top_eligible,0.3742,100.0,digital_credit_ready,-0.7967
CUST007454,home_loan,normal,815,99.9,prime_home_age,2.0152,1.0,profit_of_top_eligible,0.7053,100.0,clv_tier_enc,0.2728,0.0,top2_risk_percentage,-0.2172
CUST007300,insurance,normal,771,99.9,insurance,0.8887,0.0,affluent,0.7794,1.0,high_saver,0.6594,1.0,is_retired,-0.5022
CUST001027,consumer_durable,normal,617,98.2,income_group_ord,1.663,1.0,cibil_score,0.7924,617.0,digital_adoption_score,0.3027,1.0,ecommerce_to_spend_ratio,-0.5373
CUST010489,education_loan,normal,743,100.0,is_student,4.3112,1.0,occupation_enc,0.7585,5.0,online_spend_ratio,0.3093,0.1009,age,-0.0196
CUST013877,credit_card,elite,795,98.2,digital_credit_ready,2.0088,1.0,clv_tier_enc,0.8413,1.0,is_premium,0.6852,1.0,prime_home_age,-0.4748
CUST009198,consumer_durable,normal,685,100.0,ecommerce_to_spend_ratio,1.7043,0.1676,cibil_score,1.2472,685.0,online_spend_ratio,1.0139,0.1676,income_group_ord,-1.4526
CUST012827,education_loan,normal,794,92.1,is_student,4.0538,1.0,age,0.971,27.0,occupation_enc,0.7254,5.0,online_spend_ratio,-0.3616
CUST006625,consumer_durable,super_hni,820,87.7,ecommerce_to_spend_ratio,1.9307,0.1543,income_group_ord,1.4801,2.0,online_spend_ratio,1.019,0.1543,cibil_score,-0.2844
CUST014552,home_loan,normal,819,97.7,prime_home_age,1.9997,1.0,profit_of_top_eligible,0.693,100.0,age,0.3061,41.0,ecommerce_to_spend_ratio,-0.3286
CUST002433,insurance,normal,583,100.0,default_history_flag,4.8461,1.0,is_blocked,1.1787,1.0,repayment_status_ord,0.7984,0.0,insurance,-0.4929
CUST014347,home_loan,normal,813,93.6,prime_home_age,1.6366,1.0,profit_of_top_eligible,0.5396,75.0,digital_x_online,0.3764,0.0,top2_risk_percentage,-1.2585
CUST005723,credit_card,elite,831,100.0,tier1_city,1.5127,1.0,is_self_employed,0.8449,0.0,is_premium,0.82,1.0,digital_credit_ready,-0.8607
CUST015892,car_loan,normal,680,100.0,cibil_risky_zone,1.801,1.0,insurance,0.779,1.0,top2_risk_percentage,0.5646,25.13,upi_x_income,-0.2166
CUST017812,home_loan,normal,845,100.0,prime_home_age,2.1053,1.0,profit_of_top_eligible,0.6967,100.0,monthly_income,0.3794,110513.62,ecommerce_to_spend_ratio,-0.2287
CUST002139,personal_loan,normal,732,99.9,profit_of_top_eligible,1.842,100.0,cibil_gte_750,1.2533,0.0,occupation_enc,0.6423,3.0,is_self_employed,-0.2455
CUST013340,credit_card,normal,747,99.7,digital_credit_ready,1.6888,1.0,prime_home_age,0.7005,0.0,is_self_employed,0.2525,0.0,is_premium,-0.1626
CUST001385,credit_card,normal,829,100.0,digital_credit_ready,1.9077,1.0,prime_home_age,0.5581,0.0,foir_x_cibil,0.3042,0.2867,is_premium,-0.1527
CUST010487,consumer_durable,normal,787,92.3,ecommerce_to_spend_ratio,1.9635,0.1779,income_group_ord,1.323,2.0,online_spend_ratio,0.9897,0.1779,age,-0.6639
CUST003403,consumer_durable,normal,860,87.8,ecommerce_to_spend_ratio,1.887,0.1594,income_group_ord,1.1685,1.0,online_spend_ratio,0.9097,0.1594,foir_high,-0.7762
CUST009672,consumer_durable,normal,585,98.0,age,0.6343,24.0,cibil_score,0.563,585.0,cibil_composite,0.4161,47.5374,ecommerce_to_spend_ratio,-0.5995
CUST005675,credit_card,super_hni,841,99.7,digital_credit_ready,2.0929,1.0,clv_tier_enc,0.8567,2.0,is_premium,0.7606,1.0,prime_home_age,-0.4981
CUST007691,home_loan,normal,788,99.9,prime_home_age,2.1212,1.0,profit_of_top_eligible,0.8079,100.0,clv_tier_enc,0.2907,0.0,digital_x_online,-0.1778
CUST004616,credit_card,normal,705,96.3,digital_credit_ready,1.9143,1.0,prime_home_age,0.6936,0.0,online_spend_ratio,0.2127,0.0939,top2_confidence_score,-0.1694
CUST018616,home_loan,normal,810,99.9,prime_home_age,2.1842,1.0,profit_of_top_eligible,0.7789,100.0,credit_capacity_score,0.2514,90.3125,cc_credit_limit,-0.0417
CUST010205,car_loan,normal,689,100.0,cibil_risky_zone,1.7553,1.0,profit_of_top_eligible,0.5488,70.0,cibil_score,0.4495,689.0,rd_flag,-0.1366
CUST014901,insurance,normal,745,100.0,is_retired,7.2339,1.0,occupation_enc,0.4806,2.0,insurance,0.1971,0.0,default_history_flag,-0.2847
CUST017422,home_loan,normal,838,99.9,prime_home_age,1.4517,1.0,cc_credit_limit,0.6546,302950.5,digital_x_online,0.3416,0.1068,profit_of_top_eligible,-1.1986
CUST003931,education_loan,normal,790,100.0,is_student,4.3121,1.0,occupation_enc,0.7582,5.0,online_spend_ratio,0.3012,0.1296,age,-0.0242
CUST005654,insurance,normal,580,100.0,default_history_flag,4.8139,1.0,is_blocked,1.1833,1.0,repayment_status_ord,0.7866,0.0,insurance,-0.4229
CUST009276,education_loan,normal,658,100.0,is_student,4.2505,1.0,occupation_enc,0.7392,5.0,online_spend_ratio,0.6575,0.0867,age,-0.3108
CUST004471,consumer_durable,normal,642,98.2,income_group_ord,1.4752,1.0,cibil_score,0.6791,642.0,age,0.3508,23.0,ecommerce_to_spend_ratio,-0.6372
CUST006042,credit_card,normal,830,100.0,digital_credit_ready,2.2801,1.0,prime_home_age,0.6854,0.0,strong_digital,0.3583,1.0,is_premium,-0.1563
